First_Name,Last_Name,Name,pos,secondpos,Height,Weight,BirthDay,BirthMonth,Birth Year,Hand,DraftYear,Ovr,Cls,Med,3PT,Finish,Technic,Defense,Url
Ben,Simmons,Ben Simmons,PG,SG,211,239,20,7,1990,Left hand,2016,158,100,80,60,100,100,100,https://cdn.nba.com/headshots/nba/latest/260x190/1627732.png
Oscar,Robertson,Oscar Robertson,PG,SG,196,210,24,11,1981,Right hand,1960,159,100,100,80,80,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Scottie,Pippen,Scottie Pippen,SF,SG,203,228,25,9,1984,Right hand,1987,160,80,60,80,100,100,100,https://cdn.nba.com/headshots/nba/latest/260x190/937.png
Antoine,Walker,Antoine Walker,PF,SF,203,225,12,8,1988,Right hand,1947,161,80,80,100,80,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/952.png
Grant,Hill,Grant Hill,SF,PF,203,225,5,10,1989,Right hand,1994,162,80,80,60,100,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/255.png
Devin,Booker,Devin Booker,SG,SF,199,205.2,30,10,1990,Right hand,2015,163,100,100,80,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/1626164.png
LeBron,James,LeBron James,SF,PG,203,250,30,12,1994,Right hand,2003,164,80,80,60,100,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/2544.png
Drazen,Petrovic,Drazen Petrovic,SG,SF,196,195,22,10,1985,Right hand,1989,165,80,100,100,80,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Byron,Scott,Byron Scott,SG,PG,193,195,28,3,1990,Right hand,1983,166,100,100,80,100,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Byron,Scott,Byron Scott,SG,PG,193,195,28,3,1987,Right hand,1983,167,80,100,80,100,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Jason,Kidd,Jason Kidd,PG,SG,193,210,23,3,1987,Right hand,1994,168,100,80,80,100,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Grant,Hill,Grant Hill,SF,PF,203,225,5,10,1990,Right hand,1994,169,80,80,60,100,100,100,https://cdn.nba.com/headshots/nba/latest/260x190/255.png
Steve,Smith,Steve Smith,SG,-,201,200,31,3,1989,Right hand,1947,170,80,100,100,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Ray,Allen,Ray Allen,SG,PG,196,205,20,7,1984,Right hand,1996,171,80,100,100,80,100,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Jason,Kidd,Jason Kidd,PG,-,193,210,23,3,1986,Right hand,1994,172,80,80,80,100,100,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Jerry,Sloan,Jerry Sloan,SG,SF,196,194.4,28,3,1985,Right hand,1947,173,80,100,80,60,60,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Malcolm,Brogdon,Malcolm Brogdon,PG,SG,197,215.8,12,12,1986,Right hand,2016,174,80,80,100,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/1627763.png
Chris,Bosh,Chris Bosh,C,PF,211,235,24,3,1985,Left hand,2003,175,100,100,80,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/2547.png
Kyrie,Irving,Kyrie Irving,PG,-,191,193,23,3,1986,Right hand,2011,176,80,100,80,80,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/202681.png
John,Havlicek,John Havlicek,SF,SG,196,203,8,4,1980,Right hand,1962,177,100,100,80,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/76970.png
Gary,Payton,Gary Payton,PG,SG,193,190,23,7,1981,Right hand,1990,178,100,100,80,80,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/56.png
Hakeem,Olajuwon,Hakeem Olajuwon,C,PF,213,250,21,1,1982,Right hand,1984,179,100,80,60,60,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Steve,Nash,Steve Nash,PG,-,191,178,7,2,1984,Right hand,1996,180,80,100,100,80,100,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Derrick,Rose,Derrick Rose,PG,-,191,190,4,10,1988,Right hand,2008,181,80,80,80,100,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/201565.png
Deron,Williams,Deron Williams,PG,-,191,207,26,6,1984,Right hand,2005,182,80,100,80,100,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/101114.png
Hersey,Hawkins,Hersey Hawkins,SG,-,191,190,29,9,1989,Right hand,1988,183,80,80,100,80,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/765.png
Richard,Hamilton,Richard Hamilton,SG,SF,201,193,14,2,1988,Right hand,1999,184,100,100,80,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
T.J.,Warren,T.J. Warren,SF,PF,203,215,5,9,1987,Right hand,2014,185,80,80,100,100,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/203933.png
Allen,Iverson,Allen Iverson,SG,PG,183,165,7,6,1983,Right hand,1996,186,100,100,80,80,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/947.png
Shawn,Marion,Shawn Marion,SF,PF,201,228,7,5,1985,Right hand,1999,187,80,80,80,100,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Chris,Paul,Chris Paul,PG,-,183,175,6,5,1986,Right hand,2005,188,80,100,100,100,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/101108.png
Manu,Ginobili,Manu Ginobili,SG,SF,198,205,28,7,1986,Left hand,2002,189,80,80,100,80,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/1938.png
Trae,Young,Trae Young,PG,SG,190,178,8,5,1992,Right hand,2018,190,100,100,100,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/1629027.png
John,Drew,John Drew,SG,SF,198,205.4,30,9,1984,Right hand,1947,191,80,80,60,100,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Paul,George,Paul George,SF,SG,206,224,2,5,1990,Right hand,2010,192,60,80,80,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/202331.png
Mark,Aguirre,Mark Aguirre,SF,SG,198,232,10,12,1985,Right hand,1981,193,100,100,80,80,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
DeMar,DeRozan,DeMar DeRozan,SG,SF,201,216,7,8,1984,Right hand,2009,194,100,100,60,100,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/201942.png
Brandon,Ingram,Brandon Ingram,SF,PF,206,196,2,9,1991,Right hand,2016,195,100,100,80,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/1627742.png
Steve,Smith,Steve Smith,SG,-,201,200,31,3,1983,Right hand,1947,196,80,100,100,100,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Rudy,Gay,Rudy Gay,SF,SG,203,222,17,8,1988,Right hand,2006,197,100,80,80,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/200752.png
Rudy,Gay,Rudy Gay,SF,SG,203,222,17,8,1986,Right hand,2006,197,100,80,80,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/200752.png
Mitch,Richmond,Mitch Richmond,SG,SF,196,222,30,6,1990,Right hand,1988,199,80,100,80,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/782.png
Wesley,Person,Wesley Person,SG,SF,198,195,28,3,1988,Right hand,1994,200,80,80,100,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/445.png
Deron,Williams,Deron Williams,PG,-,191,207,26,6,1990,Right hand,2005,201,80,100,80,80,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/101114.png
Ron,Harper,Ron Harper,SG,SF,198,185,20,1,1984,Right hand,1986,202,80,80,80,80,100,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Michael,Finley,Michael Finley,SG,SF,201,215,6,3,1983,Right hand,1947,203,80,80,100,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Stephon,Marbury,Stephon Marbury,PG,SG,188,180,20,2,1986,Right hand,1947,204,80,100,80,100,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/950.png
Scottie,Pippen,Scottie Pippen,SF,SG,203,228,25,9,1981,Right hand,1987,205,80,80,80,100,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/937.png
Jamal,Mashburn,Jamal Mashburn,SF,-,203,240,29,11,1984,Right hand,1993,205,80,80,100,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Wesley,Person,Wesley Person,SG,-,198,195,28,3,1986,Right hand,1994,207,40,100,100,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/445.png
Jamal,Murray,Jamal Murray,PG,SG,196,201,23,2,1991,Right hand,2016,208,100,100,80,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/1627750.png
Andrea,Bargnani,Andrea Bargnani,PF,C,213,250,26,10,1987,Right hand,2006,209,80,100,80,60,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/200745.png
Dwyane,Wade,Dwyane Wade,SG,PG,193,220,17,1,1989,Right hand,2003,210,80,60,80,100,100,100,https://cdn.nba.com/headshots/nba/latest/260x190/2548.png
Jerry,West,Jerry West,PG,SG,188,180,28,5,1980,Right hand,1960,211,100,100,100,40,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Al,Horford,Al Horford,PF,C,208,250,3,6,1980,Right hand,2007,212,80,100,80,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/201143.png
Jeff,Malone,Jeff Malone,SG,PG,193,205,28,10,1987,Right hand,1947,213,80,100,80,80,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Kevin,Durant,Kevin Durant,SF,SG,206,230,29,9,1994,Right hand,2007,214,80,80,80,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/201142.png
Lauri,Markkanen,Lauri Markkanen,PF,C,214,230,22,5,1991,Right hand,2017,215,80,80,80,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/1628374.png
Vladimir,Radmanovic,Vladimir Radmanovic,PF,-,208,235,19,11,1988,Right hand,2001,216,60,80,100,40,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Gilbert,Arenas,Gilbert Arenas,PG,SG,193,215,6,1,1989,Right hand,2001,217,80,80,100,80,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/2240.png
Antawn,Jamison,Antawn Jamison,SF,PF,206,223,12,6,1987,Right hand,1998,218,80,100,80,80,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Davis,Bertans,Davis Bertans,PF,SF,208,210,12,11,1986,Right hand,2011,219,60,100,100,80,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/202722.png
Peja,Stojakovic,Peja Stojakovic,SF,SG,208,220,9,6,1990,Right hand,1998,220,60,100,100,40,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/978.png
Khris,Middleton,Khris Middleton,SF,SG,203,217,12,8,1985,Right hand,2012,221,100,100,80,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/203114.png
Jeff,Green,Jeff Green,PF,SF,206,235,28,8,1980,Right hand,2007,222,80,80,80,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/201145.png
Brandon,Roy,Brandon Roy,SG,PG,198,211,23,7,1989,Right hand,2006,223,80,80,80,80,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Earl,Manigault,Earl Manigault,SG,SF,185,180,7,9,1988,Right hand,1950,224,100,80,80,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
George,Gervin,George Gervin,SG,SF,201,185,27,4,1980,Right hand,1976,225,80,80,60,100,100,40,https://cdn.nba.com/headshots/nba/latest/260x190/76804.png
Chris,Mullin,Chris Mullin,SF,-,201,215,30,7,1979,Left hand,1985,226,100,100,100,40,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/904.png
Julius,Erving,Julius Erving,SF,SG,198,200,22,2,1987,Right hand,1976,227,80,60,60,100,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/76681.png
Julius,Erving,Julius Erving,SF,SG,198,200,22,2,1981,Right hand,1976,228,80,60,60,100,100,100,https://cdn.nba.com/headshots/nba/latest/260x190/76681.png
Lamar,Odom,Lamar Odom,PF,C,208,230,6,11,1983,Left hand,1999,229,80,80,80,60,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Pete,Maravich,Pete Maravich,SG,PG,196,197,22,6,1981,Right hand,1970,230,80,100,80,80,100,40,https://cdn.nba.com/headshots/nba/latest/260x190/77459.png
Kevin,Garnett,Kevin Garnett,SF,PF,211,220,19,5,1992,Right hand,1995,231,100,100,60,100,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/708.png
Mark,Price,Mark Price,PG,SG,183,170,15,2,1988,Right hand,1986,232,100,100,100,60,100,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Carmelo,Anthony,Carmelo Anthony,SF,PF,203,230,29,5,1985,Right hand,2003,233,40,100,80,100,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/2546.png
Scottie,Pippen,Scottie Pippen,SF,PG,203,210,25,9,1980,Right hand,1987,234,60,80,100,100,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/937.png
Christian,Laettner,Christian Laettner,PF,C,211,235,17,8,1988,Right hand,1992,235,80,80,60,60,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Scottie,Pippen,Scottie Pippen,SF,SG,203,228,25,9,1982,Right hand,1987,236,80,80,80,100,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/937.png
Carmelo,Anthony,Carmelo Anthony,SF,PF,203,230,29,5,1988,Right hand,2003,237,40,100,80,100,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/2546.png
Nikola,Vucevic,Nikola Vucevic,C,-,213,250,24,10,1984,Right hand,2011,238,80,80,80,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/202696.png
Tayshaun,Prince,Tayshaun Prince,SF,PF,206,215,28,2,1986,Left hand,2002,239,80,100,80,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/2419.png
Baron,Davis,Baron Davis,PG,SG,191,209,13,4,1986,Right hand,1999,240,80,80,80,100,100,100,https://cdn.nba.com/headshots/nba/latest/260x190/1884.png
Chris,Bosh,Chris Bosh,PF,C,211,235,24,3,1986,Left hand,2003,241,80,100,60,60,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/2547.png
Allan,Houston,Allan Houston,SG,-,198,200,20,4,1986,Right hand,1947,242,80,80,100,100,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/275.png
Steve,Nash,Steve Nash,PG,-,191,178,7,2,1987,Right hand,1996,243,80,100,100,60,100,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Jimmy,Butler,Jimmy Butler,SG,SF,201,220,14,9,1983,Right hand,2011,244,80,80,80,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/202710.png
Jason,Richardson,Jason Richardson,SG,SF,198,225,20,1,1990,Right hand,2001,245,80,80,80,100,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Latrell,Sprewell,Latrell Sprewell,SG,-,196,190,9,9,1990,Right hand,1947,246,80,80,80,100,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Scottie,Pippen,Scottie Pippen,SF,SG,203,228,25,9,1987,Right hand,1987,247,60,80,80,100,100,100,https://cdn.nba.com/headshots/nba/latest/260x190/937.png
Spencer,Dinwiddie,Spencer Dinwiddie,PG,-,198,200,6,4,1987,Right hand,2014,248,100,100,80,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/203915.png
John,Stockton,John Stockton,PG,SG,185,175,26,3,1985,Right hand,1984,249,100,100,80,80,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Bill,Sharman,Bill Sharman,SG,-,185,175,22,3,1980,Right hand,1947,250,100,100,80,60,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Bob,McAdoo,Bob McAdoo,C,PF,206,210,23,8,1990,Right hand,1947,251,100,100,60,80,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Jim,Jackson,Jim Jackson,SG,-,198,220,14,10,1989,Right hand,1947,252,80,100,100,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/754.png
Damian,Lillard,Damian Lillard,PG,-,191,195,5,7,1984,Right hand,2012,253,80,100,80,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/203081.png
Andrew,Wiggins,Andrew Wiggins,SG,SF,203,200,23,2,1989,Right hand,2014,254,100,80,80,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/203952.png
Chris,Mullin,Chris Mullin,SF,SG,201,200,30,7,1983,Left hand,1985,255,100,100,100,60,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/904.png
Anfernee,Hardaway,Anfernee Hardaway,SG,PG,201,195,18,7,1985,Right hand,1993,256,80,80,80,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/358.png
Eddie,Jones,Eddie Jones,SG,SF,198,200,20,10,1988,Right hand,1994,257,80,80,100,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/224.png
Chris,Paul,Chris Paul,PG,-,183,175,6,5,1991,Right hand,2005,258,80,100,100,80,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/101108.png
Danny,Manning,Danny  Manning,PF,C,208,230,17,5,1987,Right hand,1988,259,100,80,60,80,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
John,Stockton,John Stockton,PG,SG,185,175,26,3,1983,Right hand,1984,260,80,100,80,80,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Derrick,McKey,Derrick McKey,SF,PF,206,205,10,10,1987,Right hand,1947,261,80,60,80,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Walter,Davis,Walter Davis,SG,SF,198,195,10,5,1984,Right hand,1988,262,100,100,60,100,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Mehmet,Okur,Mehmet Okur,C,-,211,263,26,5,1986,Right hand,2002,263,80,80,100,60,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Bradley,Beal,Bradley Beal,SG,-,196,207,28,6,1987,Right hand,2012,264,100,100,80,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/203078.png
James,Worthy,James Worthy,SF,PF,206,225,27,2,1984,Right hand,1982,265,100,80,60,100,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Ricky,Pierce,Ricky Pierce,SG,SF,193,205,19,8,1980,Right hand,1982,266,80,80,80,80,100,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Kevin,Love,Kevin Love,PF,C,208,243,7,9,1982,Right hand,2008,267,80,60,80,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/201567.png
Antawn,Jamison,Antawn Jamison,SF,PF,206,235,12,6,1984,Right hand,1998,268,80,80,100,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Lamar,Odom,Lamar Odom,PF,SF,208,230,6,11,1989,Left hand,1999,269,80,80,80,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Drazen,Dalipagic,Drazen Dalipagic,SF,PF,198,210,27,11,1988,Right hand,1998,270,100,80,80,60,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Mahmoud,Abdul-Rauf,Mahmoud Abdul-Rauf,PG,SG,185,162,9,3,1989,Right hand,1990,271,80,100,80,100,60,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Caron,Butler,Caron Butler,SG,SF,201,228,13,3,1988,Right hand,2002,272,80,60,80,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/2406.png
Julius,Erving,Julius Erving,SF,SG,198,200,22,2,1979,Right hand,1976,273,80,60,60,100,100,100,https://cdn.nba.com/headshots/nba/latest/260x190/76681.png
Gary,Payton,Gary Payton,PG,SG,193,190,23,7,1986,Right hand,1990,274,100,80,80,80,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/56.png
Isaiah,Rider,Isaiah Rider,SG,-,196,215,12,3,1990,Right hand,1993,275,80,80,80,100,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Chris,Bosh,Chris Bosh,PF,C,211,235,24,3,1986,Left hand,2003,276,80,100,60,60,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/2547.png
Kyle,Kuzma,Kyle Kuzma,PF,SF,206,221,24,7,1989,Right hand,2017,277,80,80,80,100,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/1628398.png
Jaren,Jackson,Jaren Jackson Jr.,PF,C,211,236,15,9,1993,Right hand,2018,278,80,60,80,100,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/1628991.png
Bob,Love,Bob Love,SF,SG,203,216.4,8,12,1985,Right hand,1947,279,100,80,60,80,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Joe,Johnson,Joe Johnson,SG,PG,201,225,29,6,1990,Right hand,2001,280,60,80,100,80,100,40,https://cdn.nba.com/headshots/nba/latest/260x190/2207.png
Reggie,Theus,Reggie Theus,SG,PG,201,190,27,4,1988,Right hand,1976,281,80,80,80,80,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Grant,Hill,Grant Hill,SF,PF,203,225,5,10,1988,Right hand,1994,282,80,60,80,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/255.png
Otto,Porter,Otto Porter Jr.,SF,-,203,198,3,6,1987,Right hand,2013,283,100,80,80,80,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/203490.png
Tim,Hardaway,Tim Hardaway,PG,SG,183,175,1,9,1983,Right hand,1989,284,80,100,100,100,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Jason,Richardson,Jason Richardson,SG,SF,198,220,20,1,1987,Right hand,2001,285,60,80,80,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Calvin,Natt,Calvin Natt,SF,SG,198,220.8,8,1,1985,Right hand,1947,286,80,80,80,100,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Jamal,Mashburn,Jamal Mashburn,SF,PF,203,240,21,11,1991,Right hand,1947,287,80,80,80,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
John,Havlicek,John Havlicek,SF,SG,196,203,8,4,1978,Right hand,1962,288,100,100,80,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/76970.png
Chris,Bosh,Chris Bosh,PF,C,211,235,24,3,1986,Left hand,2003,289,100,100,60,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/2547.png
Zydrunas,Ilgauskas,Zydrunas Ilgauskas,C,-,221,260,5,6,1980,Right hand,1997,290,100,80,60,60,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/980.png
Kawhi,Leonard,Kawhi Leonard,SF,SG,201,225,29,6,1990,Right hand,2011,291,100,80,80,80,40,100,https://cdn.nba.com/headshots/nba/latest/260x190/202695.png
Isiah,Thomas,Isiah Thomas,PG,-,185,180,30,4,1986,Right hand,1981,292,100,100,80,100,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Glenn,Robinson,Glenn Robinson,SF,-,201,225,10,1,1981,Right hand,1947,293,80,80,80,100,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Kobe,Bryant,Kobe Bryant,SG,SF,198,205,23,8,1994,Right hand,1996,294,80,80,80,100,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/977.png
Jamaal,Wilkes,Jamaal Wilkes,SF,SG,198,190,2,5,1992,Right hand,1974,294,80,80,60,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Chris,Paul,Chris Paul,PG,-,183,175,6,5,1991,Right hand,2005,296,80,80,80,80,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/101108.png
